date,year,month,day,station,station_lat,station_lon,water_level_m,danger_level_m,warning_level_m,discharge_cumecs,flood_status,embankment_alert,rainfall_24h_mm,source
2022-10-17,2022,10,17,Guwahati Gauge Station,26.1844,91.7458,4.55,5.1,4.5,159,Warning,False,21.4,CWC Brahmaputra gauge — synthetic daily record
2022-10-18,2022,10,18,Guwahati Gauge Station,26.1844,91.7458,4.5,5.1,4.5,158,Normal,False,9.0,CWC Brahmaputra gauge — synthetic daily record
2022-10-19,2022,10,19,Guwahati Gauge Station,26.1844,91.7458,4.53,5.1,4.5,164,Warning,False,9.6,CWC Brahmaputra gauge — synthetic daily record
2022-10-20,2022,10,20,Guwahati Gauge Station,26.1844,91.7458,4.5,5.1,4.5,163,Normal,False,9.6,CWC Brahmaputra gauge — synthetic daily record
2022-10-21,2022,10,21,Guwahati Gauge Station,26.1844,91.7458,4.5,5.1,4.5,166,Normal,False,8.2,CWC Brahmaputra gauge — synthetic daily record
2022-10-22,2022,10,22,Guwahati Gauge Station,26.1844,91.7458,4.53,5.1,4.5,144,Warning,False,25.5,CWC Brahmaputra gauge — synthetic daily record
2022-10-23,2022,10,23,Guwahati Gauge Station,26.1844,91.7458,4.51,5.1,4.5,166,Warning,False,2.3,CWC Brahmaputra gauge — synthetic daily record
2022-10-24,2022,10,24,Guwahati Gauge Station,26.1844,91.7458,4.5,5.1,4.5,145,Normal,False,25.3,CWC Brahmaputra gauge — synthetic daily record
2022-10-25,2022,10,25,Guwahati Gauge Station,26.1844,91.7458,4.41,5.1,4.5,134,Normal,False,26.7,CWC Brahmaputra gauge — synthetic daily record
2022-10-26,2022,10,26,Guwahati Gauge Station,26.1844,91.7458,4.37,5.1,4.5,145,Normal,False,14.2,CWC Brahmaputra gauge — synthetic daily record
2022-10-27,2022,10,27,Guwahati Gauge Station,26.1844,91.7458,4.38,5.1,4.5,146,Normal,False,25.4,CWC Brahmaputra gauge — synthetic daily record
2022-10-28,2022,10,28,Guwahati Gauge Station,26.1844,91.7458,4.45,5.1,4.5,136,Normal,False,8.1,CWC Brahmaputra gauge — synthetic daily record
2022-10-29,2022,10,29,Guwahati Gauge Station,26.1844,91.7458,4.46,5.1,4.5,134,Normal,False,25.9,CWC Brahmaputra gauge — synthetic daily record
2022-10-30,2022,10,30,Guwahati Gauge Station,26.1844,91.7458,4.42,5.1,4.5,159,Normal,False,0,CWC Brahmaputra gauge — synthetic daily record
2022-10-31,2022,10,31,Guwahati Gauge Station,26.1844,91.7458,4.39,5.1,4.5,130,Normal,False,11.0,CWC Brahmaputra gauge — synthetic daily record
